college_name,city,state,type,course,branch,nirf_rank,avg_package,jee_cutoff
Uttaranchal University,Dehradun,Uttarakhand,Private,BBA/Commerce,BBA Human Resource,325,3.6,108118
DIT University,Dehradun,Uttarakhand,Private,B.Tech,Artificial Intelligence & Machine Learning,330,3.1,97863
DIT University,Dehradun,Uttarakhand,Private,B.Tech,Chemical Engineering,330,4.4,107720
DIT University,Dehradun,Uttarakhand,Private,B.Tech,Electronics & Communication Engineering,330,3.3,91298
DIT University,Dehradun,Uttarakhand,Private,BBA/Commerce,BBA,330,3.0,110789
DIT University,Dehradun,Uttarakhand,Private,BBA/Commerce,BBA Marketing,330,4.4,125214
Graphic Era Hill University,Bhimtal,Uttarakhand,Private,B.Tech,Electronics & Communication Engineering,335,4.1,113713
Graphic Era Hill University,Bhimtal,Uttarakhand,Private,B.Tech,Mechanical Engineering,335,2.7,74478
Graphic Era Hill University,Bhimtal,Uttarakhand,Private,B.Tech,Civil Engineering,335,2.6,68739
Graphic Era Hill University,Bhimtal,Uttarakhand,Private,BBA/Commerce,BBA Finance,335,3.0,64099
Graphic Era Hill University,Bhimtal,Uttarakhand,Private,BBA/Commerce,BBA,335,3.0,123618
Woxsen University,Hyderabad,Telangana,Private,B.Tech,Computer Science & Engineering,340,5.5,74460
Woxsen University,Hyderabad,Telangana,Private,B.Tech,Chemical Engineering,340,2.6,93546
Woxsen University,Hyderabad,Telangana,Private,B.Tech,Aerospace Engineering,340,4.0,88930
Woxsen University,Hyderabad,Telangana,Private,BBA/Commerce,BBA,340,4.1,87359
Woxsen University,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,340,3.7,70480
Mahindra University,Hyderabad,Telangana,Private,B.Tech,Computer Science & Engineering,345,4.5,93872
Mahindra University,Hyderabad,Telangana,Private,B.Tech,Civil Engineering,345,4.6,67641
Mahindra University,Hyderabad,Telangana,Private,B.Tech,Chemical Engineering,345,3.8,94840
Mahindra University,Hyderabad,Telangana,Private,BBA/Commerce,BBA,345,4.9,70215
Mahindra University,Hyderabad,Telangana,Private,BBA/Commerce,BBA Finance,345,2.7,128089
CMR University,Bengaluru,Karnataka,Private,B.Tech,Electrical Engineering,350,3.0,84832
CMR University,Bengaluru,Karnataka,Private,B.Tech,Artificial Intelligence & Machine Learning,350,4.0,83049
CMR University,Bengaluru,Karnataka,Private,B.Tech,Chemical Engineering,350,3.9,83448
CMR University,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Human Resource,350,4.4,73829
CMR University,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Marketing,350,4.2,106918
Reva University,Bengaluru,Karnataka,Private,B.Tech,Chemical Engineering,355,3.9,83644
Reva University,Bengaluru,Karnataka,Private,B.Tech,Information Technology,355,4.4,73075
Reva University,Bengaluru,Karnataka,Private,B.Tech,Electronics & Communication Engineering,355,3.8,80732
Reva University,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Human Resource,355,3.9,101307
Reva University,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Finance,355,4.6,102553
Garden City University,Bengaluru,Karnataka,Private,B.Tech,Chemical Engineering,360,3.9,91551
Garden City University,Bengaluru,Karnataka,Private,B.Tech,Data Science,360,4.5,54019
Garden City University,Bengaluru,Karnataka,Private,B.Tech,Civil Engineering,360,3.4,93303
Garden City University,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Human Resource,360,2.5,112047
Garden City University,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Finance,360,5.0,64543
New Horizon College of Engineering,Bengaluru,Karnataka,Private,B.Tech,Data Science,365,4.2,98348
New Horizon College of Engineering,Bengaluru,Karnataka,Private,B.Tech,Computer Science & Engineering,365,6.9,59682
New Horizon College of Engineering,Bengaluru,Karnataka,Private,B.Tech,Electronics & Communication Engineering,365,4.6,88157
New Horizon College of Engineering,Bengaluru,Karnataka,Private,BBA/Commerce,BBA,365,4.8,96170
New Horizon College of Engineering,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Marketing,365,3.9,127013
Acharya Institute of Technology,Bengaluru,Karnataka,Private,B.Tech,Data Science,370,4.8,42473
Acharya Institute of Technology,Bengaluru,Karnataka,Private,B.Tech,Electronics & Communication Engineering,370,2.8,80461
Acharya Institute of Technology,Bengaluru,Karnataka,Private,B.Tech,Information Technology,370,6.6,64057
Acharya Institute of Technology,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Finance,370,4.5,93586
Acharya Institute of Technology,Bengaluru,Karnataka,Private,BBA/Commerce,BBA,370,3.9,72046
MVJ College of Engineering,Bengaluru,Karnataka,Private,B.Tech,Data Science,375,4.3,87420
MVJ College of Engineering,Bengaluru,Karnataka,Private,B.Tech,Electrical Engineering,375,2.9,123246
MVJ College of Engineering,Bengaluru,Karnataka,Private,B.Tech,Information Technology,375,6.6,94113
MVJ College of Engineering,Bengaluru,Karnataka,Private,BBA/Commerce,BBA,375,2.6,99373
MVJ College of Engineering,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Marketing,375,2.7,110010
PESIT South Campus,Bengaluru,Karnataka,Private,B.Tech,Computer Science & Engineering,380,6.3,97658
PESIT South Campus,Bengaluru,Karnataka,Private,B.Tech,Civil Engineering,380,4.8,114594
PESIT South Campus,Bengaluru,Karnataka,Private,B.Tech,Artificial Intelligence & Machine Learning,380,6.5,47899
PESIT South Campus,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Finance,380,4.1,61498
PESIT South Campus,Bengaluru,Karnataka,Private,BBA/Commerce,BBA Marketing,380,2.6,110133
NMAM Institute of Technology,Nitte,Karnataka,Private,B.Tech,Artificial Intelligence & Machine Learning,385,5.3,75384
NMAM Institute of Technology,Nitte,Karnataka,Private,B.Tech,Computer Science & Engineering,385,5.0,61419
NMAM Institute of Technology,Nitte,Karnataka,Private,B.Tech,Civil Engineering,385,2.9,88940
NMAM Institute of Technology,Nitte,Karnataka,Private,BBA/Commerce,BBA Human Resource,385,2.7,126155
NMAM Institute of Technology,Nitte,Karnataka,Private,BBA/Commerce,BBA Finance,385,3.2,116614
SDM College of Engineering,Dharwad,Karnataka,Private,B.Tech,Chemical Engineering,390,2.7,104062
SDM College of Engineering,Dharwad,Karnataka,Private,B.Tech,Electronics & Communication Engineering,390,3.9,66463
SDM College of Engineering,Dharwad,Karnataka,Private,B.Tech,Artificial Intelligence & Machine Learning,390,3.3,57206
SDM College of Engineering,Dharwad,Karnataka,Private,BBA/Commerce,BBA Human Resource,390,4.4,77088
SDM College of Engineering,Dharwad,Karnataka,Private,BBA/Commerce,BBA Marketing,390,3.9,123035
KLS Gogte Institute of Technology,Belagavi,Karnataka,Private,B.Tech,Aerospace Engineering,395,3.1,128714
KLS Gogte Institute of Technology,Belagavi,Karnataka,Private,B.Tech,Chemical Engineering,395,3.2,69390
KLS Gogte Institute of Technology,Belagavi,Karnataka,Private,B.Tech,Electrical Engineering,395,3.3,116369
KLS Gogte Institute of Technology,Belagavi,Karnataka,Private,BBA/Commerce,BBA,395,3.6,114209
KLS Gogte Institute of Technology,Belagavi,Karnataka,Private,BBA/Commerce,BBA Human Resource,395,3.0,105653
Sri Siddhartha Institute of Technology,Tumkur,Karnataka,Private,B.Tech,Civil Engineering,400,5.0,82184
Sri Siddhartha Institute of Technology,Tumkur,Karnataka,Private,B.Tech,Computer Science & Engineering,400,6.3,80384
Sri Siddhartha Institute of Technology,Tumkur,Karnataka,Private,B.Tech,Mechanical Engineering,400,4.1,117961
Sri Siddhartha Institute of Technology,Tumkur,Karnataka,Private,BBA/Commerce,BBA Human Resource,400,3.0,90603
Sri Siddhartha Institute of Technology,Tumkur,Karnataka,Private,BBA/Commerce,BBA,400,2.9,108997
Vel Tech University,Chennai,Tamil Nadu,Private,B.Tech,Information Technology,405,4.9,111856
Vel Tech University,Chennai,Tamil Nadu,Private,B.Tech,Data Science,405,4.7,99356
Vel Tech University,Chennai,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,405,3.2,187496
Vel Tech University,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,405,2.6,129170
Vel Tech University,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,405,2.0,223519
Sri Ramachandra Institute,Chennai,Tamil Nadu,Private,B.Tech,Electrical Engineering,410,3.1,153425
Sri Ramachandra Institute,Chennai,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,410,3.1,178350
Sri Ramachandra Institute,Chennai,Tamil Nadu,Private,B.Tech,Data Science,410,4.1,143311
Sri Ramachandra Institute,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Finance,410,2.8,104820
Sri Ramachandra Institute,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,410,2.1,238097
Sathyabama Institute,Chennai,Tamil Nadu,Private,B.Tech,Electronics & Communication Engineering,415,3.6,152611
Sathyabama Institute,Chennai,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,415,3.2,160997
Sathyabama Institute,Chennai,Tamil Nadu,Private,B.Tech,Mechanical Engineering,415,3.3,221886
Sathyabama Institute,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA,415,3.3,201880
Sathyabama Institute,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,415,3.7,194429
SRM Valliammai Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,420,4.9,110299
SRM Valliammai Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Mechanical Engineering,420,4.0,233310
SRM Valliammai Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Chemical Engineering,420,3.8,126110
SRM Valliammai Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,420,2.2,239345
SRM Valliammai Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,420,3.0,152133
Rajalakshmi Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Aerospace Engineering,425,2.5,110420
Rajalakshmi Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,425,3.3,149391
Rajalakshmi Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,425,3.5,144216
Rajalakshmi Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Finance,425,3.4,190906
Rajalakshmi Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA,425,3.3,193160
Panimalar Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Electrical Engineering,430,3.3,116255
Panimalar Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,430,3.5,195169
Panimalar Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Mechanical Engineering,430,3.9,107724
Panimalar Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,430,2.7,139769
Panimalar Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA,430,3.3,202982
Easwari Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Information Technology,435,3.1,134700
Easwari Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Chemical Engineering,435,2.9,140042
Easwari Engineering College,Chennai,Tamil Nadu,Private,B.Tech,Electrical Engineering,435,3.8,181889
Easwari Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,435,2.3,242143
Easwari Engineering College,Chennai,Tamil Nadu,Private,BBA/Commerce,BBA Finance,435,3.2,136327
SNS College of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Electrical Engineering,440,3.8,237312
SNS College of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Electronics & Communication Engineering,440,4.0,212738
SNS College of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Mechanical Engineering,440,3.3,138050
SNS College of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Finance,440,3.1,117777
SNS College of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,440,2.4,131034
KPR Institute of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Electronics & Communication Engineering,445,3.9,208538
KPR Institute of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,445,3.6,119760
KPR Institute of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Civil Engineering,445,2.3,171774
KPR Institute of Engineering,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Finance,445,2.4,134483
KPR Institute of Engineering,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA,445,3.2,169956
Sri Krishna College of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Data Science,450,4.2,110266
Sri Krishna College of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Electrical Engineering,450,2.2,194178
Sri Krishna College of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,450,3.7,182213
Sri Krishna College of Engineering,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,450,2.4,198031
Sri Krishna College of Engineering,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,450,3.0,201570
Kumaraguru College of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Electronics & Communication Engineering,455,2.1,159316
Kumaraguru College of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Data Science,455,4.9,180209
Kumaraguru College of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Electrical Engineering,455,3.9,170741
Kumaraguru College of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Finance,455,3.5,153171
Kumaraguru College of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,455,2.4,117337
Kongu Engineering College,Erode,Tamil Nadu,Private,B.Tech,Aerospace Engineering,460,3.8,219942
Kongu Engineering College,Erode,Tamil Nadu,Private,B.Tech,Data Science,460,3.5,136040
Kongu Engineering College,Erode,Tamil Nadu,Private,B.Tech,Civil Engineering,460,3.2,110964
Kongu Engineering College,Erode,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,460,2.8,182024
Kongu Engineering College,Erode,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,460,3.2,249929
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,465,3.6,139193
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,465,2.6,195050
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,Private,B.Tech,Information Technology,465,3.8,112207
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,465,3.1,110289
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,465,3.5,235299
Hindusthan College of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,470,3.5,137613
Hindusthan College of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Electrical Engineering,470,3.5,179837
Hindusthan College of Engineering,Coimbatore,Tamil Nadu,Private,B.Tech,Mechanical Engineering,470,2.9,174950
Hindusthan College of Engineering,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,470,3.4,114299
Hindusthan College of Engineering,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Finance,470,2.9,137287
Karunya Institute of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Aerospace Engineering,475,3.6,147125
Karunya Institute of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Information Technology,475,4.2,197221
Karunya Institute of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,475,3.5,97734
Karunya Institute of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,475,2.4,106530
Karunya Institute of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Finance,475,3.8,152935
KGISL Institute of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Information Technology,480,4.1,170664
KGISL Institute of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Mechanical Engineering,480,3.4,142990
KGISL Institute of Technology,Coimbatore,Tamil Nadu,Private,B.Tech,Civil Engineering,480,2.2,132386
KGISL Institute of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,480,2.2,195143
KGISL Institute of Technology,Coimbatore,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,480,3.5,200686
VINS Christian College of Engineering,Virudhunagar,Tamil Nadu,Private,B.Tech,Artificial Intelligence & Machine Learning,485,3.5,152134
VINS Christian College of Engineering,Virudhunagar,Tamil Nadu,Private,B.Tech,Electronics & Communication Engineering,485,3.8,144796
VINS Christian College of Engineering,Virudhunagar,Tamil Nadu,Private,B.Tech,Chemical Engineering,485,3.7,248240
VINS Christian College of Engineering,Virudhunagar,Tamil Nadu,Private,BBA/Commerce,BBA Finance,485,2.4,137907
VINS Christian College of Engineering,Virudhunagar,Tamil Nadu,Private,BBA/Commerce,BBA,485,2.8,113450
Thiagarajar College of Engineering,Madurai,Tamil Nadu,Private,B.Tech,Mechanical Engineering,490,2.2,147368
Thiagarajar College of Engineering,Madurai,Tamil Nadu,Private,B.Tech,Aerospace Engineering,490,3.9,134490
Thiagarajar College of Engineering,Madurai,Tamil Nadu,Private,B.Tech,Data Science,490,4.1,80463
Thiagarajar College of Engineering,Madurai,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,490,3.0,220230
Thiagarajar College of Engineering,Madurai,Tamil Nadu,Private,BBA/Commerce,BBA,490,3.1,230716
Mepco Schlenk Engineering College,Virudhunagar,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,495,4.0,108426
Mepco Schlenk Engineering College,Virudhunagar,Tamil Nadu,Private,B.Tech,Aerospace Engineering,495,2.9,224705
Mepco Schlenk Engineering College,Virudhunagar,Tamil Nadu,Private,B.Tech,Electrical Engineering,495,2.2,215834
Mepco Schlenk Engineering College,Virudhunagar,Tamil Nadu,Private,BBA/Commerce,BBA,495,2.6,243482
Mepco Schlenk Engineering College,Virudhunagar,Tamil Nadu,Private,BBA/Commerce,BBA Human Resource,495,3.6,246158
Knowledge Institute of Technology,Salem,Tamil Nadu,Private,B.Tech,Electrical Engineering,500,2.1,138864
Knowledge Institute of Technology,Salem,Tamil Nadu,Private,B.Tech,Computer Science & Engineering,500,2.6,125746
Knowledge Institute of Technology,Salem,Tamil Nadu,Private,B.Tech,Electronics & Communication Engineering,500,3.3,108501
Knowledge Institute of Technology,Salem,Tamil Nadu,Private,BBA/Commerce,BBA Marketing,500,2.1,122990
Knowledge Institute of Technology,Salem,Tamil Nadu,Private,BBA/Commerce,BBA Finance,500,4.0,209302
MITS Madanapalle,Madanapalle,Andhra Pradesh,Private,B.Tech,Electronics & Communication Engineering,505,3.5,219364
MITS Madanapalle,Madanapalle,Andhra Pradesh,Private,B.Tech,Mechanical Engineering,505,3.9,194421
MITS Madanapalle,Madanapalle,Andhra Pradesh,Private,B.Tech,Data Science,505,4.4,92206
MITS Madanapalle,Madanapalle,Andhra Pradesh,Private,BBA/Commerce,BBA Marketing,505,3.6,199336
MITS Madanapalle,Madanapalle,Andhra Pradesh,Private,BBA/Commerce,BBA Finance,505,3.7,212020
Aditya Engineering College,Surampalem,Andhra Pradesh,Private,B.Tech,Information Technology,510,2.8,97635
Aditya Engineering College,Surampalem,Andhra Pradesh,Private,B.Tech,Mechanical Engineering,510,2.7,171937
Aditya Engineering College,Surampalem,Andhra Pradesh,Private,B.Tech,Aerospace Engineering,510,3.0,208464
Aditya Engineering College,Surampalem,Andhra Pradesh,Private,BBA/Commerce,BBA Finance,510,2.2,115252
Aditya Engineering College,Surampalem,Andhra Pradesh,Private,BBA/Commerce,BBA Marketing,510,4.0,238660
JNTU Kakinada,Kakinada,Andhra Pradesh,Private,B.Tech,Aerospace Engineering,515,2.5,182965
JNTU Kakinada,Kakinada,Andhra Pradesh,Private,B.Tech,Mechanical Engineering,515,3.9,192760
JNTU Kakinada,Kakinada,Andhra Pradesh,Private,B.Tech,Chemical Engineering,515,3.0,247491
JNTU Kakinada,Kakinada,Andhra Pradesh,Private,BBA/Commerce,BBA Human Resource,515,3.8,147161
JNTU Kakinada,Kakinada,Andhra Pradesh,Private,BBA/Commerce,BBA Finance,515,3.4,161006
GVP College of Engineering,Visakhapatnam,Andhra Pradesh,Private,B.Tech,Electrical Engineering,520,2.9,106287
GVP College of Engineering,Visakhapatnam,Andhra Pradesh,Private,B.Tech,Computer Science & Engineering,520,2.8,184429
GVP College of Engineering,Visakhapatnam,Andhra Pradesh,Private,B.Tech,Information Technology,520,3.0,191158
GVP College of Engineering,Visakhapatnam,Andhra Pradesh,Private,BBA/Commerce,BBA Human Resource,520,2.7,111925
GVP College of Engineering,Visakhapatnam,Andhra Pradesh,Private,BBA/Commerce,BBA Finance,520,3.6,246909
Vignan's Foundation for Science,Guntur,Andhra Pradesh,Private,B.Tech,Electrical Engineering,525,2.5,173826
Vignan's Foundation for Science,Guntur,Andhra Pradesh,Private,B.Tech,Computer Science & Engineering,525,3.3,88891
Vignan's Foundation for Science,Guntur,Andhra Pradesh,Private,B.Tech,Data Science,525,3.9,146412
Vignan's Foundation for Science,Guntur,Andhra Pradesh,Private,BBA/Commerce,BBA,525,2.7,187368
Vignan's Foundation for Science,Guntur,Andhra Pradesh,Private,BBA/Commerce,BBA Human Resource,525,3.2,249139
Sreenidhi Institute of Science & Technology,Hyderabad,Telangana,Private,B.Tech,Computer Science & Engineering,530,4.6,123321
Sreenidhi Institute of Science & Technology,Hyderabad,Telangana,Private,B.Tech,Electronics & Communication Engineering,530,3.8,225595
Sreenidhi Institute of Science & Technology,Hyderabad,Telangana,Private,B.Tech,Electrical Engineering,530,3.3,109321
Sreenidhi Institute of Science & Technology,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,530,3.8,220748
Sreenidhi Institute of Science & Technology,Hyderabad,Telangana,Private,BBA/Commerce,BBA,530,3.8,240762
Gokaraju Rangaraju Institute,Hyderabad,Telangana,Private,B.Tech,Aerospace Engineering,535,2.6,236596
Gokaraju Rangaraju Institute,Hyderabad,Telangana,Private,B.Tech,Chemical Engineering,535,3.1,182707
Gokaraju Rangaraju Institute,Hyderabad,Telangana,Private,B.Tech,Computer Science & Engineering,535,3.0,82453
Gokaraju Rangaraju Institute,Hyderabad,Telangana,Private,BBA/Commerce,BBA Marketing,535,3.9,117357
Gokaraju Rangaraju Institute,Hyderabad,Telangana,Private,BBA/Commerce,BBA Finance,535,3.7,173520
VNR Vignana Jyothi Institute,Hyderabad,Telangana,Private,B.Tech,Civil Engineering,540,3.2,249679
VNR Vignana Jyothi Institute,Hyderabad,Telangana,Private,B.Tech,Chemical Engineering,540,3.2,149120
VNR Vignana Jyothi Institute,Hyderabad,Telangana,Private,B.Tech,Electronics & Communication Engineering,540,3.4,180814
VNR Vignana Jyothi Institute,Hyderabad,Telangana,Private,BBA/Commerce,BBA Marketing,540,2.5,108291
VNR Vignana Jyothi Institute,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,540,3.0,122753
MVSR Engineering College,Hyderabad,Telangana,Private,B.Tech,Electrical Engineering,545,2.4,179332
MVSR Engineering College,Hyderabad,Telangana,Private,B.Tech,Civil Engineering,545,2.4,179250
MVSR Engineering College,Hyderabad,Telangana,Private,B.Tech,Aerospace Engineering,545,3.6,198098
MVSR Engineering College,Hyderabad,Telangana,Private,BBA/Commerce,BBA Finance,545,3.0,216332
MVSR Engineering College,Hyderabad,Telangana,Private,BBA/Commerce,BBA,545,3.8,226527
CVR College of Engineering,Hyderabad,Telangana,Private,B.Tech,Electronics & Communication Engineering,550,3.5,226739
CVR College of Engineering,Hyderabad,Telangana,Private,B.Tech,Electrical Engineering,550,2.6,237265
CVR College of Engineering,Hyderabad,Telangana,Private,B.Tech,Civil Engineering,550,2.3,185809
CVR College of Engineering,Hyderabad,Telangana,Private,BBA/Commerce,BBA,550,2.4,134791
CVR College of Engineering,Hyderabad,Telangana,Private,BBA/Commerce,BBA Marketing,550,2.9,109582
Malla Reddy Engineering College,Hyderabad,Telangana,Private,B.Tech,Artificial Intelligence & Machine Learning,555,4.8,120760
Malla Reddy Engineering College,Hyderabad,Telangana,Private,B.Tech,Information Technology,555,4.6,170053
Malla Reddy Engineering College,Hyderabad,Telangana,Private,B.Tech,Computer Science & Engineering,555,2.7,194278
Malla Reddy Engineering College,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,555,3.0,127027
Malla Reddy Engineering College,Hyderabad,Telangana,Private,BBA/Commerce,BBA,555,2.0,181914
Anurag University,Hyderabad,Telangana,Private,B.Tech,Mechanical Engineering,560,2.4,152574
Anurag University,Hyderabad,Telangana,Private,B.Tech,Electrical Engineering,560,3.1,172522
Anurag University,Hyderabad,Telangana,Private,B.Tech,Civil Engineering,560,3.3,215635
Anurag University,Hyderabad,Telangana,Private,BBA/Commerce,BBA Marketing,560,2.5,141286
Anurag University,Hyderabad,Telangana,Private,BBA/Commerce,BBA,560,3.9,103999
Marri Laxman Reddy Institute,Hyderabad,Telangana,Private,B.Tech,Artificial Intelligence & Machine Learning,565,3.9,107076
Marri Laxman Reddy Institute,Hyderabad,Telangana,Private,B.Tech,Data Science,565,3.3,152006
Marri Laxman Reddy Institute,Hyderabad,Telangana,Private,B.Tech,Information Technology,565,4.9,98554
Marri Laxman Reddy Institute,Hyderabad,Telangana,Private,BBA/Commerce,BBA Marketing,565,2.3,164179
Marri Laxman Reddy Institute,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,565,3.2,181625
BV Raju Institute of Technology,Narsapur,Telangana,Private,B.Tech,Civil Engineering,570,2.3,113297
BV Raju Institute of Technology,Narsapur,Telangana,Private,B.Tech,Artificial Intelligence & Machine Learning,570,4.8,141700
BV Raju Institute of Technology,Narsapur,Telangana,Private,B.Tech,Aerospace Engineering,570,2.2,113226
BV Raju Institute of Technology,Narsapur,Telangana,Private,BBA/Commerce,BBA,570,2.8,211795
BV Raju Institute of Technology,Narsapur,Telangana,Private,BBA/Commerce,BBA Human Resource,570,3.2,216873
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,Private,B.Tech,Mechanical Engineering,575,2.2,239849
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,Private,B.Tech,Civil Engineering,575,3.1,222079
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,Private,B.Tech,Electrical Engineering,575,3.6,124357
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,575,2.6,219428
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,Private,BBA/Commerce,BBA,575,2.9,222000
ICFAI Foundation for Higher Education,Hyderabad,Telangana,Private,B.Tech,Electrical Engineering,580,2.8,195276
ICFAI Foundation for Higher Education,Hyderabad,Telangana,Private,B.Tech,Electronics & Communication Engineering,580,3.6,186593
ICFAI Foundation for Higher Education,Hyderabad,Telangana,Private,B.Tech,Mechanical Engineering,580,2.9,185134
ICFAI Foundation for Higher Education,Hyderabad,Telangana,Private,BBA/Commerce,BBA,580,2.2,224606
ICFAI Foundation for Higher Education,Hyderabad,Telangana,Private,BBA/Commerce,BBA Human Resource,580,2.9,225475
Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,Private,B.Tech,Electronics & Communication Engineering,585,3.0,133395
Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,Private,B.Tech,Mechanical Engineering,585,3.6,206348
Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,Private,B.Tech,Civil Engineering,585,2.7,128044
Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,Private,BBA/Commerce,BBA,585,2.9,239656
